Id,Year,State,Countym,Industry,Suspicious Activity,Count,Lat,Long
5683,2018,Nevada,Douglas County, State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,66,38.905128999999995,-119.60901899999999
5684,2018,Nevada,Douglas County, State Licensed Casino,Chip Walking,3,38.905128999999995,-119.60901899999999
5685,2018,Nevada,Douglas County, State Licensed Casino,Credit/Debit Card,1,38.905128999999995,-119.60901899999999
5686,2018,Nevada,Douglas County, State Licensed Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,14,38.905128999999995,-119.60901899999999
5687,2018,Nevada,Douglas County, State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,2,38.905128999999995,-119.60901899999999
5688,2018,Nevada,Douglas County, State Licensed Casino,Minimal Gaming with Large Transactions,88,38.905128999999995,-119.60901899999999
5689,2018,Nevada,Douglas County, State Licensed Casino,Other Casinos,140,38.905128999999995,-119.60901899999999
5690,2018,Nevada,Douglas County, State Licensed Casino,Other Gaming Activites,1,38.905128999999995,-119.60901899999999
5691,2018,Nevada,Douglas County, State Licensed Casino,Other Money Laundering,2,38.905128999999995,-119.60901899999999
5692,2018,Nevada,Douglas County, State Licensed Casino,Other Other Suspicious Activities,4,38.905128999999995,-119.60901899999999
5693,2018,Nevada,Douglas County, State Licensed Casino,Other Structuring,51,38.905128999999995,-119.60901899999999
5694,2018,Nevada,Douglas County, State Licensed Casino,Provided Questionable or False Documentation,6,38.905128999999995,-119.60901899999999
5695,2018,Nevada,Douglas County, State Licensed Casino,Refused or Avoided Request for Documentation,36,38.905128999999995,-119.60901899999999
5696,2018,Nevada,Douglas County, State Licensed Casino,Suspicion Concerning the Physical Condition of Funds,1,38.905128999999995,-119.60901899999999
5697,2018,Nevada,Douglas County, State Licensed Casino,Suspicion Concerning the Source of Funds,19,38.905128999999995,-119.60901899999999
5698,2018,Nevada,Douglas County, State Licensed Casino,"Suspicious Designation of Beneficiaries, Assignees or Joint Owners",1,38.905128999999995,-119.60901899999999
5699,2018,Nevada,Douglas County, State Licensed Casino,Suspicious Exchange of Currencies,3,38.905128999999995,-119.60901899999999
5700,2018,Nevada,Douglas County, State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,9,38.905128999999995,-119.60901899999999
5701,2018,Nevada,Douglas County, State Licensed Casino,Suspicious Use of Counter Checks or Markers,2,38.905128999999995,-119.60901899999999
5702,2018,Nevada,Douglas County, State Licensed Casino,Suspicious use of multiple transaction locations,4,38.905128999999995,-119.60901899999999
5703,2018,Nevada,Douglas County, State Licensed Casino,Suspicious Use of Noncash Monetary Instruments,2,38.905128999999995,-119.60901899999999
5704,2018,Nevada,Douglas County, State Licensed Casino,Suspicious Use of Third-Party Transactors (Straw-Man),3,38.905128999999995,-119.60901899999999
5705,2018,Nevada,Douglas County, State Licensed Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",5,38.905128999999995,-119.60901899999999
5706,2018,Nevada,Douglas County, State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,6,38.905128999999995,-119.60901899999999
5707,2018,Nevada,Douglas County, State Licensed Casino,Transaction(s) Below CTR Threshold,40,38.905128999999995,-119.60901899999999
5708,2018,Nevada,Douglas County, State Licensed Casino,Two or More Individuals Working Together,15,38.905128999999995,-119.60901899999999
5709,2018,Nevada,Douglas County, Tribal Authorized Casino,Check,1,38.905128999999995,-119.60901899999999
5710,2018,Nevada,Douglas County, Tribal Authorized Casino,Other Casinos,2,38.905128999999995,-119.60901899999999
5711,2018,Nevada,Douglas County, Tribal Authorized Casino,Other Other Suspicious Activities,1,38.905128999999995,-119.60901899999999
5712,2018,Nevada,Douglas County, Tribal Authorized Casino,Suspicion Concerning the Source of Funds,1,38.905128999999995,-119.60901899999999
5713,2018,Nevada,Douglas County, Tribal Authorized Casino,Two or More Individuals Working Together,2,38.905128999999995,-119.60901899999999
5714,2019,Nevada,Douglas County, State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,11,38.905128999999995,-119.60901899999999
5715,2019,Nevada,Douglas County, State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,21,38.905128999999995,-119.60901899999999
5716,2019,Nevada,Douglas County, State Licensed Casino,Changes Spelling or Arrangement of Name,1,38.905128999999995,-119.60901899999999
5717,2019,Nevada,Douglas County, State Licensed Casino,Chip Walking,54,38.905128999999995,-119.60901899999999
5718,2019,Nevada,Douglas County, State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,1,38.905128999999995,-119.60901899999999
5719,2019,Nevada,Douglas County, State Licensed Casino,Identity Theft,1,38.905128999999995,-119.60901899999999
5720,2019,Nevada,Douglas County, State Licensed Casino,Known or Suspected Terrorist/Terrorist Organization,1,38.905128999999995,-119.60901899999999
5721,2019,Nevada,Douglas County, State Licensed Casino,Minimal Gaming with Large Transactions,65,38.905128999999995,-119.60901899999999
5722,2019,Nevada,Douglas County, State Licensed Casino,Other Gaming Activites,2,38.905128999999995,-119.60901899999999
5723,2019,Nevada,Douglas County, State Licensed Casino,Other Money Laundering,1,38.905128999999995,-119.60901899999999
5724,2019,Nevada,Douglas County, State Licensed Casino,Provided Questionable or False Documentation,4,38.905128999999995,-119.60901899999999
5725,2019,Nevada,Douglas County, State Licensed Casino,Provided Questionable or False Identification,1,38.905128999999995,-119.60901899999999
5726,2019,Nevada,Douglas County, State Licensed Casino,Pyramid Scheme,1,38.905128999999995,-119.60901899999999
5727,2019,Nevada,Douglas County, State Licensed Casino,Refused or Avoided Request for Documentation,19,38.905128999999995,-119.60901899999999
5728,2019,Nevada,Douglas County, State Licensed Casino,Suspicion Concerning the Source of Funds,14,38.905128999999995,-119.60901899999999
5729,2019,Nevada,Douglas County, State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,18,38.905128999999995,-119.60901899999999
5730,2019,Nevada,Douglas County, State Licensed Casino,Suspicious Use of Counter Checks or Markers,4,38.905128999999995,-119.60901899999999
5731,2019,Nevada,Douglas County, State Licensed Casino,Suspicious use of multiple transaction locations,4,38.905128999999995,-119.60901899999999
5732,2019,Nevada,Douglas County, State Licensed Casino,Suspicious Use of Noncash Monetary Instruments,6,38.905128999999995,-119.60901899999999
5733,2019,Nevada,Douglas County, State Licensed Casino,Transaction Out of Pattern for Customer(s),3,38.905128999999995,-119.60901899999999
5734,2019,Nevada,Douglas County, State Licensed Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",2,38.905128999999995,-119.60901899999999
5735,2019,Nevada,Douglas County, State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,1,38.905128999999995,-119.60901899999999
5736,2019,Nevada,Douglas County, State Licensed Casino,Transaction(s) Below CTR Threshold,32,38.905128999999995,-119.60901899999999
5737,2019,Nevada,Douglas County, State Licensed Casino,Two or More Individuals Working Together,15,38.905128999999995,-119.60901899999999
5738,2019,Nevada,Douglas County, State Licensed Casino,Unknown Source of Chips,65,38.905128999999995,-119.60901899999999
5739,2019,Nevada,Douglas County, Tribal Authorized Casino,Other Other Suspicious Activities,4,38.905128999999995,-119.60901899999999
5740,2019,Nevada,Douglas County, Tribal Authorized Casino,Suspicion Concerning the Source of Funds,1,38.905128999999995,-119.60901899999999
5741,2019,Nevada,Douglas County, Tribal Authorized Casino,Transaction Out of Pattern for Customer(s),1,38.905128999999995,-119.60901899999999
5742,2019,Nevada,Douglas County, Tribal Authorized Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",1,38.905128999999995,-119.60901899999999
5743,2019,Nevada,Douglas County, Tribal Authorized Casino,Two or More Individuals Working Together,1,38.905128999999995,-119.60901899999999
5744,2014,Nevada,Elko County, State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,1,41.141133,-115.351424
5745,2014,Nevada,Elko County, State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,4,41.141133,-115.351424
5746,2014,Nevada,Elko County, State Licensed Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,2,41.141133,-115.351424
5747,2014,Nevada,Elko County, State Licensed Casino,Identity Theft,1,41.141133,-115.351424
5748,2014,Nevada,Elko County, State Licensed Casino,Inquiry about End of Business Day,3,41.141133,-115.351424
5749,2014,Nevada,Elko County, State Licensed Casino,Minimal Gaming with Large Transactions,1,41.141133,-115.351424
5750,2014,Nevada,Elko County, State Licensed Casino,Other Casinos,3,41.141133,-115.351424
5751,2014,Nevada,Elko County, State Licensed Casino,Other Structuring,1,41.141133,-115.351424
5752,2014,Nevada,Elko County, State Licensed Casino,Provided Questionable or False Documentation,4,41.141133,-115.351424
5753,2014,Nevada,Elko County, State Licensed Casino,Single Individual with Multiple Identities,1,41.141133,-115.351424
5754,2014,Nevada,Elko County, State Licensed Casino,Suspicious Exchange of Currencies,1,41.141133,-115.351424
5755,2014,Nevada,Elko County, State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,1,41.141133,-115.351424
5756,2014,Nevada,Elko County, State Licensed Casino,Transaction Out of Pattern for Customer(s),1,41.141133,-115.351424
5757,2014,Nevada,Elko County, State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,1,41.141133,-115.351424
5758,2014,Nevada,Elko County, State Licensed Casino,Transaction(s) Below CTR Threshold,1,41.141133,-115.351424
5759,2014,Nevada,Elko County, State Licensed Casino,Two or More Individuals Working Together,4,41.141133,-115.351424
5760,2015,Nevada,Elko County, State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,2,41.141133,-115.351424
5761,2015,Nevada,Elko County, State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,2,41.141133,-115.351424
5762,2015,Nevada,Elko County, State Licensed Casino,Check,2,41.141133,-115.351424
5763,2015,Nevada,Elko County, State Licensed Casino,Counterfeit Instrument,1,41.141133,-115.351424
5764,2015,Nevada,Elko County, State Licensed Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,1,41.141133,-115.351424
5765,2015,Nevada,Elko County, State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,1,41.141133,-115.351424
5766,2015,Nevada,Elko County, State Licensed Casino,Minimal Gaming with Large Transactions,2,41.141133,-115.351424
5767,2015,Nevada,Elko County, State Licensed Casino,Multiple Individuals with Same or Similar Identities,1,41.141133,-115.351424
5768,2015,Nevada,Elko County, State Licensed Casino,Other Casinos,12,41.141133,-115.351424
5769,2015,Nevada,Elko County, State Licensed Casino,Other Identification Documentation,2,41.141133,-115.351424
5770,2015,Nevada,Elko County, State Licensed Casino,Other Other Suspicious Activities,2,41.141133,-115.351424
5771,2015,Nevada,Elko County, State Licensed Casino,Other Structuring,3,41.141133,-115.351424
5772,2015,Nevada,Elko County, State Licensed Casino,Provided Questionable or False Documentation,4,41.141133,-115.351424
5773,2015,Nevada,Elko County, State Licensed Casino,Refused or Avoided Request for Documentation,12,41.141133,-115.351424
5774,2015,Nevada,Elko County, State Licensed Casino,Suspicious Exchange of Currencies,1,41.141133,-115.351424
5775,2015,Nevada,Elko County, State Licensed Casino,Two or More Individuals Working Together,5,41.141133,-115.351424
5776,2016,Nevada,Elko County, State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,1,41.141133,-115.351424
5777,2016,Nevada,Elko County, State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,1,41.141133,-115.351424
5778,2016,Nevada,Elko County, State Licensed Casino,Changes Spelling or Arrangement of Name,1,41.141133,-115.351424
5779,2016,Nevada,Elko County, State Licensed Casino,Counterfeit Instrument,3,41.141133,-115.351424
5780,2016,Nevada,Elko County, State Licensed Casino,Credit/Debit Card,2,41.141133,-115.351424
5781,2016,Nevada,Elko County, State Licensed Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,2,41.141133,-115.351424
5782,2016,Nevada,Elko County, State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,31,41.141133,-115.351424
5783,2016,Nevada,Elko County, State Licensed Casino,Minimal Gaming with Large Transactions,29,41.141133,-115.351424
5784,2016,Nevada,Elko County, State Licensed Casino,Other Casinos,30,41.141133,-115.351424
5785,2016,Nevada,Elko County, State Licensed Casino,Other Identification Documentation,1,41.141133,-115.351424
5786,2016,Nevada,Elko County, State Licensed Casino,Other Money Laundering,1,41.141133,-115.351424
5787,2016,Nevada,Elko County, State Licensed Casino,Other Other Suspicious Activities,4,41.141133,-115.351424
5788,2016,Nevada,Elko County, State Licensed Casino,Other Structuring,1,41.141133,-115.351424
5789,2016,Nevada,Elko County, State Licensed Casino,Provided Questionable or False Documentation,8,41.141133,-115.351424
5790,2016,Nevada,Elko County, State Licensed Casino,Refused or Avoided Request for Documentation,6,41.141133,-115.351424
5791,2016,Nevada,Elko County, State Licensed Casino,Single Individual with Multiple Identities,1,41.141133,-115.351424
5792,2016,Nevada,Elko County, State Licensed Casino,"Suspicious Designation of Beneficiaries, Assignees or Joint Owners",2,41.141133,-115.351424
5793,2016,Nevada,Elko County, State Licensed Casino,Suspicious use of multiple transaction locations,1,41.141133,-115.351424
5794,2016,Nevada,Elko County, State Licensed Casino,Suspicious Use of Noncash Monetary Instruments,1,41.141133,-115.351424
5795,2016,Nevada,Elko County, State Licensed Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",2,41.141133,-115.351424
5796,2016,Nevada,Elko County, State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,1,41.141133,-115.351424
